"","obsn_num","house_price","income","in_cali","earthquake","epsilon"
"29",29,0.939416352119615,0.109348526338952,1,0,0.042673720424856
"30",30,0.840590342315891,0.0875831807186591,1,0,0.0526744387225961
"31",31,0.732991785498977,0.0977924361474109,1,0,-0.105970395238077
"32",32,0.88755609562025,0.102192503010664,1,0,0.0265935805669301
"33",33,0.709318115766322,0.0890295014917745,1,0,-0.0858293916925503
"34",34,0.819398956596655,0.113129133907361,1,0,-0.0962467129401513
"35",35,0.799932866555331,0.10585792818142,1,0,-0.0793567743517679
"36",36,0.631821226552129,0.0844594507400712,1,0,-0.140476027148227
"37",37,0.860320209869816,0.105508646633257,1,0,-0.0172230232964687
"38",38,0.761008463927969,0.0940359794667528,1,0,-0.0591714334057954
"39",39,0.882434623439363,0.0991087860699571,1,0,0.0368906930895773
"40",40,0.455347802481982,0.110839376170194,1,1,0.0511509216310141
"41",41,0.733792236773852,0.0757226687537251,1,0,0.00517889300522661
"42",42,0.965027040300912,0.103122391919608,1,0,0.0994150807028737
"43",43,0.715954367930298,0.0991070522258956,1,0,-0.12958089319918
"44",44,1.12020872276045,0.0957388141431816,1,0,0.291514652044544
"45",45,0.676832587910401,0.101574704810802,1,0,-0.181040936143607
"46",46,0.868745146320893,0.0928990187563139,1,0,0.0542500525393231
"47",47,0.754386870932227,0.0837763997874769,1,0,-0.0144951280051573
"48",48,0.95828130639998,0.0994860665494304,1,0,0.110850973652828
"49",49,0.812243473013857,0.0985869283596888,1,0,-0.0306911687845873
"50",50,1.09246013562532,0.0948894594838855,1,0,0.268012838205894
"51",51,0.625414969669679,0.108050704704046,0,0,-0.0148385538505521
"52",52,0.729637597713742,0.103427906248252,0,0,0.112498066472481
"53",53,0.438513298428449,0.0948118734432719,0,0,-0.13554606878791
"54",54,0.350796165992243,0.101464606882351,0,0,-0.256526868419513
"55",55,0.52564235242178,0.103228572041619,0,0,-0.0905005077863153
"56",56,0.506690484034452,0.075389161394246,0,0,0.0297446770632217
"57",57,0.440948647683381,0.0848656598678982,0,0,-0.0833796516561094
"58",58,0.547002243017678,0.0957771906462925,0,0,-0.0318837102137845
"59",59,0.479281755493227,0.0909893515424518,0,0,-0.0756650022190321
"60",60,0.635007075179729,0.10914791862893,0,0,-0.0107325179649225
"61",61,0.627176706272638,0.100635796552767,0,0,0.0239977235088005
"62",62,0.585761787652141,0.0994103942980118,0,0,-0.0112901838379177
"63",63,0.682867252465533,0.11503286424877,0,0,0.00770293122168413
"64",64,0.755101892780484,0.11716495262781,0,0,0.0692771296414343
"65",65,0.585636103291707,0.100231871553508,0,0,-0.015523254475834
"66",66,0.756421266831309,0.121886154504,0,0,0.0469904943113067
"67",67,0.733814858019194,0.101083814947668,0,0,0.128395783280856
"68",68,0.569143044906908,0.0840793339511974,0,0,0.0487463751509208
"69",69,0.543564859370653,0.100139815617376,0,0,-0.0571342187162269
"70",70,0.655652637672433,0.106808966907504,0,0,0.0216078031349147
"71",71,0.29766294426191,0.104236485751446,0,0,-0.323519484495322
"72",72,0.668121199699146,0.116788859148559,0,0,-0.0158230960436477
"73",73,0.456524184914114,0.101467939651191,0,0,-0.150815513341841
"74",74,0.434611172406945,0.0954563421502928,0,0,-0.142670538344519
"75",75,0.644854168224689,0.0981959323144948,0,0,0.0538745066522149
"76",76,0.777975312995431,0.101839257947412,0,0,0.168779023258369
"77",77,0.572709788537117,0.0875851912454731,0,0,0.0347838323097516
"78",78,0.671281856267412,0.116830875113626,0,0,-0.0128725193007177
"79",79,0.606371430544831,0.100114766701143,0,0,0.00579759703911784
"80",80,0.785788715817946,0.0982909275925633,0,0,0.194334077855129
"81",81,0.528868456927314,0.0940528777814237,0,0,-0.041395931979804
"82",82,0.66967665328443,0.113072293357603,0,0,0.00431518649641645
"83",83,0.618258418917147,0.10512873231428,0,0,-0.00738524265425288
"84",84,0.719753058207095,0.0990233296611792,0,0,0.124636409901199
"85",85,0.406071267021073,0.0877012159036301,0,0,-0.132434812497077
"86",86,0.331207532048603,0.104785247682196,0,0,-0.292718706362379
"87",87,0.465023266413635,0.0729569024281627,0,0,0.000238754272821318
"88",88,0.481330887418758,0.107723378670701,0,0,-0.157286005934745
"89",89,0.402130330824336,0.100657548056238,0,0,-0.201157409456853
"90",90,0.494630711819288,0.0986079399063097,0,0,-0.0984089877122609
"91",91,0.654499532915621,0.108219263684634,0,0,0.0134032144924485
"92",92,0.539729824858774,0.100959614927471,0,0,-0.0650682497785785
"93",93,0.624085757404863,0.102434398181341,0,0,0.0119137664981577
"94",94,0.46188459527862,0.0904905123799122,0,0,-0.0905679666209405
"95",95,0.469587984764353,0.0977081839749164,0,0,-0.118952935110229
"96",96,0.474447391876478,0.0862929623416576,0,0,-0.0570174198318105
"97",97,0.550902099338093,0.0978126721765087,0,0,-0.0381612615444512
"98",98,0.639176061965579,0.0966593252854931,0,0,0.055879435538114
"99",99,0.515079630285742,0.105190470287178,0,0,-0.110872721150146
"100",100,0.642424516226408,0.0918878956363642,0,0,0.0829850380445871
